,Airline,Airline ID,Source airport,Source airport ID,Destination airport,Destination airport ID,Codeshare,Stops,Equipment,Airport ID_x,Name_x,City,Country_x,IATA_x,ICAO_x,source_latitude,source_longitude,Altitude_x,TimeZone_x,DST_x,Tz Database Time Zone_x,Continent,Airport ID_y,Name_y,Destination City,Country_y,IATA_y,ICAO_y,destination_latitude,destination_longitude,Altitude_y,TimeZone_y,DST_y,Tz Database Time Zone_y,Destination Continent
25051,SA,4305,DXB,2188,JNB,813,Y,0.0,77W,2188.0,Dubai International Airport,Dubai,United Arab Emirates,DXB,OMDB,25.25279999,55.36439896,62.0,4,U,Asia/Dubai,Asia,813.0,OR Tambo International Airport,Johannesburg,South Africa,JNB,FAOR,-26.1392,28.246,5558.0,2,U,Africa/Johannesburg,Africa
25055,UA,5209,JFK,3797,JNB,813,Y,0.0,346,3797.0,John F Kennedy International Airport,New York,United States,JFK,KJFK,40.63980103,-73.77890015,13.0,-5,A,America/New_York,North America,813.0,OR Tambo International Airport,Johannesburg,South Africa,JNB,FAOR,-26.1392,28.246,5558.0,2,U,Africa/Johannesburg,Africa
25058,AZ,596,CDG,1382,JNB,813,Y,0.0,388,1382.0,Charles de Gaulle International Airport,Paris,France,CDG,LFPG,49.012798,2.55,392.0,1,E,Europe/Paris,Europe,813.0,OR Tambo International Airport,Johannesburg,South Africa,JNB,FAOR,-26.1392,28.246,5558.0,2,U,Africa/Johannesburg,Africa
25062,AA,24,LHR,507,JNB,813,Y,0.0,380 744,507.0,London Heathrow Airport,London,United Kingdom,LHR,EGLL,51.4706,-0.461941,83.0,0,E,Europe/London,Europe,813.0,OR Tambo International Airport,Johannesburg,South Africa,JNB,FAOR,-26.1392,28.246,5558.0,2,U,Africa/Johannesburg,Africa
25081,AI,218,BOM,2997,JNB,813,Y,0.0,332,2997.0,Chhatrapati Shivaji International Airport,Mumbai,India,BOM,VABB,19.08869934,72.86789703,39.0,5.5,N,Asia/Calcutta,Asia,813.0,OR Tambo International Airport,Johannesburg,South Africa,JNB,FAOR,-26.1392,28.246,5558.0,2,U,Africa/Johannesburg,Africa
25084,AZ,596,AUH,2179,JNB,813,Y,0.0,332,2179.0,Abu Dhabi International Airport,Abu Dhabi,United Arab Emirates,AUH,OMAA,24.43300056,54.65110016,88.0,4,U,Asia/Dubai,Asia,813.0,OR Tambo International Airport,Johannesburg,South Africa,JNB,FAOR,-26.1392,28.246,5558.0,2,U,Africa/Johannesburg,Africa
25203,DL,2009,CDG,1382,ABV,260,Y,0.0,332,1382.0,Charles de Gaulle International Airport,Paris,France,CDG,LFPG,49.012798,2.55,392.0,1,E,Europe/Paris,Europe,260.0,Nnamdi Azikiwe International Airport,Abuja,Nigeria,ABV,DNAA,9.006790161,7.263169765,1123.0,1,N,Africa/Lagos,Africa
25204,KL,3090,CDG,1382,ABV,260,Y,0.0,330,1382.0,Charles de Gaulle International Airport,Paris,France,CDG,LFPG,49.012798,2.55,392.0,1,E,Europe/Paris,Europe,260.0,Nnamdi Azikiwe International Airport,Abuja,Nigeria,ABV,DNAA,9.006790161,7.263169765,1123.0,1,N,Africa/Lagos,Africa
25264,DL,2009,CDG,1382,NIM,280,Y,0.0,332,1382.0,Charles de Gaulle International Airport,Paris,France,CDG,LFPG,49.012798,2.55,392.0,1,E,Europe/Paris,Europe,280.0,Diori Hamani International Airport,Niamey,Niger,NIM,DRRN,13.4815,2.18361,732.0,1,N,Africa/Niamey,Africa
25265,KL,3090,CDG,1382,NIM,280,Y,0.0,330,1382.0,Charles de Gaulle International Airport,Paris,France,CDG,LFPG,49.012798,2.55,392.0,1,E,Europe/Paris,Europe,280.0,Diori Hamani International Airport,Niamey,Niger,NIM,DRRN,13.4815,2.18361,732.0,1,N,Africa/Niamey,Africa
25318,NT,1539,LPA,1054,BJL,1050,Y,0.0,CR9,1054.0,Gran Canaria Airport,Gran Canaria,Spain,LPA,GCLP,27.93190002,-15.38659954,78.0,0,E,Atlantic/Canary,Europe,1050.0,Banjul International Airport,Banjul,Gambia,BJL,GBYD,13.3380003,-16.6522007,95.0,0,N,Africa/Banjul,Africa
25320,IB,2822,BCN,1218,BJL,1050,Y,0.0,320,1218.0,Barcelona International Airport,Barcelona,Spain,BCN,LEBL,41.2971,2.07846,12.0,1,E,Europe/Madrid,Europe,1050.0,Banjul International Airport,Banjul,Gambia,BJL,GBYD,13.3380003,-16.6522007,95.0,0,N,Africa/Banjul,Africa
25334,AA,24,DKR,1084,LPA,1054,Y,0.0,320,1084.0,Léopold Sédar Senghor International Airport,Dakar,Senegal,DKR,GOOY,14.73970032,-17.49020004,85.0,0,N,Africa/Dakar,Africa,1054.0,Gran Canaria Airport,Gran Canaria,Spain,LPA,GCLP,27.93190002,-15.38659954,78.0,0,E,Atlantic/Canary,Europe
25353,NT,1539,BJL,1050,LPA,1054,Y,0.0,CR9,1050.0,Banjul International Airport,Banjul,Gambia,BJL,GBYD,13.3380003,-16.6522007,95.0,0,N,Africa/Banjul,Africa,1054.0,Gran Canaria Airport,Gran Canaria,Spain,LPA,GCLP,27.93190002,-15.38659954,78.0,0,E,Atlantic/Canary,Europe
25381,NT,1539,CMN,1074,LPA,1054,Y,0.0,AT7,1074.0,Mohammed V International Airport,Casablanca,Morocco,CMN,GMMN,33.36750031,-7.589970112,656.0,0,N,Africa/Casablanca,Africa,1054.0,Gran Canaria Airport,Gran Canaria,Spain,LPA,GCLP,27.93190002,-15.38659954,78.0,0,E,Atlantic/Canary,Europe
25421,NT,1539,RAK,1075,LPA,1054,Y,0.0,CR9,1075.0,Menara Airport,Marrakech,Morocco,RAK,GMMX,31.60689926,-8.036299706,1545.0,0,N,Africa/Casablanca,Africa,1054.0,Gran Canaria Airport,Gran Canaria,Spain,LPA,GCLP,27.93190002,-15.38659954,78.0,0,E,Atlantic/Canary,Europe
25456,NT,1539,AGA,1064,LPA,1054,Y,0.0,AT7,1064.0,Al Massira Airport,Agadir,Morocco,AGA,GMAD,30.32500076,-9.413069725,250.0,0,N,Africa/Casablanca,Africa,1054.0,Gran Canaria Airport,Gran Canaria,Spain,LPA,GCLP,27.93190002,-15.38659954,78.0,0,E,Atlantic/Canary,Europe
25457,NT,1539,EUN,5672,LPA,1054,Y,0.0,AT7,5672.0,Hassan I Airport,El Aaiún,Western Sahara,EUN,GMML,27.151699,-13.2192,207.0,0,N,Africa/El_Aaiun,Africa,1054.0,Gran Canaria Airport,Gran Canaria,Spain,LPA,GCLP,27.93190002,-15.38659954,78.0,0,E,Atlantic/Canary,Europe
25459,NT,1539,RAI,5674,LPA,1054,Y,0.0,CR9,5674.0,Praia International Airport,"Praia, Santiago Island",Cape Verde,RAI,GVNP,14.92450047,-23.49349976,230.0,-1,U,Atlantic/Cape_Verde,Africa,1054.0,Gran Canaria Airport,Gran Canaria,Spain,LPA,GCLP,27.93190002,-15.38659954,78.0,0,E,Atlantic/Canary,Europe
25489,NT,1539,LPA,1054,RAI,5674,Y,0.0,CR9,1054.0,Gran Canaria Airport,Gran Canaria,Spain,LPA,GCLP,27.93190002,-15.38659954,78.0,0,E,Atlantic/Canary,Europe,5674.0,Praia International Airport,"Praia, Santiago Island",Cape Verde,RAI,GVNP,14.92450047,-23.49349976,230.0,-1,U,Atlantic/Cape_Verde,Africa
25540,UA,5209,DKR,1084,IAD,3714,Y,0.0,343,1084.0,Léopold Sédar Senghor International Airport,Dakar,Senegal,DKR,GOOY,14.73970032,-17.49020004,85.0,0,N,Africa/Dakar,Africa,3714.0,Washington Dulles International Airport,Washington,United States,IAD,KIAD,38.94449997,-77.45580292,312.0,-5,A,America/New_York,North America
25543,UA,5209,BOG,2709,IAD,3714,Y,0.0,319,2709.0,El Dorado International Airport,Bogota,Colombia,BOG,SKBO,4.70159,-74.1469,8361.0,-5,U,America/Bogota,South America,3714.0,Washington Dulles International Airport,Washington,United States,IAD,KIAD,38.94449997,-77.45580292,312.0,-5,A,America/New_York,North America
25544,LX,4559,GVA,1665,IAD,3714,Y,0.0,763,1665.0,Geneva Cointrin International Airport,Geneva,Switzerland,GVA,LSGG,46.23809814,6.108950138,1411.0,1,E,Europe/Paris,Europe,3714.0,Washington Dulles International Airport,Washington,United States,IAD,KIAD,38.94449997,-77.45580292,312.0,-5,A,America/New_York,North America
25546,LX,4559,ZRH,1678,IAD,3714,Y,0.0,763 764,1678.0,Zürich Airport,Zurich,Switzerland,ZRH,LSZH,47.464699,8.54917,1416.0,1,E,Europe/Zurich,Europe,3714.0,Washington Dulles International Airport,Washington,United States,IAD,KIAD,38.94449997,-77.45580292,312.0,-5,A,America/New_York,North America
25569,DL,2009,AMS,580,IAD,3714,Y,0.0,333 332,580.0,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,EHAM,52.308601,4.76389,-11.0,1,E,Europe/Amsterdam,Europe,3714.0,Washington Dulles International Airport,Washington,United States,IAD,KIAD,38.94449997,-77.45580292,312.0,-5,A,America/New_York,North America
25571,LH,3320,AMS,580,IAD,3714,Y,0.0,763,580.0,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,EHAM,52.308601,4.76389,-11.0,1,E,Europe/Amsterdam,Europe,3714.0,Washington Dulles International Airport,Washington,United States,IAD,KIAD,38.94449997,-77.45580292,312.0,-5,A,America/New_York,North America
25573,LH,3320,BRU,302,IAD,3714,Y,0.0,777 332,302.0,Brussels Airport,Brussels,Belgium,BRU,EBBR,50.90140152,4.48443985,184.0,1,E,Europe/Brussels,Europe,3714.0,Washington Dulles International Airport,Washington,United States,IAD,KIAD,38.94449997,-77.45580292,312.0,-5,A,America/New_York,North America
25578,DL,2009,ICN,3930,IAD,3714,Y,0.0,77W 772,3930.0,Incheon International Airport,Seoul,South Korea,ICN,RKSI,37.46910095,126.4509964,23.0,9,U,Asia/Seoul,Asia,3714.0,Washington Dulles International Airport,Washington,United States,IAD,KIAD,38.94449997,-77.45580292,312.0,-5,A,America/New_York,North America
25580,CA,751,PEK,3364,IAD,3714,Y,0.0,777,3364.0,Beijing Capital International Airport,Beijing,China,PEK,ZBAA,40.08010101,116.5849991,116.0,8,U,Asia/Shanghai,Asia,3714.0,Washington Dulles International Airport,Washington,United States,IAD,KIAD,38.94449997,-77.45580292,312.0,-5,A,America/New_York,North America
25611,AZ,596,CDG,1382,IAD,3714,Y,0.0,388 77W,1382.0,Charles de Gaulle International Airport,Paris,France,CDG,LFPG,49.012798,2.55,392.0,1,E,Europe/Paris,Europe,3714.0,Washington Dulles International Airport,Washington,United States,IAD,KIAD,38.94449997,-77.45580292,312.0,-5,A,America/New_York,North America
25612,DL,2009,CDG,1382,IAD,3714,Y,0.0,388 77W,1382.0,Charles de Gaulle International Airport,Paris,France,CDG,LFPG,49.012798,2.55,392.0,1,E,Europe/Paris,Europe,3714.0,Washington Dulles International Airport,Washington,United States,IAD,KIAD,38.94449997,-77.45580292,312.0,-5,A,America/New_York,North America
25613,LH,3320,CDG,1382,IAD,3714,Y,0.0,763,1382.0,Charles de Gaulle International Airport,Paris,France,CDG,LFPG,49.012798,2.55,392.0,1,E,Europe/Paris,Europe,3714.0,Washington Dulles International Airport,Washington,United States,IAD,KIAD,38.94449997,-77.45580292,312.0,-5,A,America/New_York,North America
25615,EI,837,DUB,599,IAD,3714,Y,0.0,752,599.0,Dublin Airport,Dublin,Ireland,DUB,EIDW,53.421299,-6.27007,242.0,0,E,Europe/Dublin,Europe,3714.0,Washington Dulles International Airport,Washington,United States,IAD,KIAD,38.94449997,-77.45580292,312.0,-5,A,America/New_York,North America
25620,AA,24,LHR,507,IAD,3714,Y,0.0,744 777,507.0,London Heathrow Airport,London,United Kingdom,LHR,EGLL,51.4706,-0.461941,83.0,0,E,Europe/London,Europe,3714.0,Washington Dulles International Airport,Washington,United States,IAD,KIAD,38.94449997,-77.45580292,312.0,-5,A,America/New_York,North America
25623,DL,2009,LHR,507,IAD,3714,Y,0.0,333,507.0,London Heathrow Airport,London,United Kingdom,LHR,EGLL,51.4706,-0.461941,83.0,0,E,Europe/London,Europe,3714.0,Washington Dulles International Airport,Washington,United States,IAD,KIAD,38.94449997,-77.45580292,312.0,-5,A,America/New_York,North America
25624,IB,2822,LHR,507,IAD,3714,Y,0.0,744 777,507.0,London Heathrow Airport,London,United Kingdom,LHR,EGLL,51.4706,-0.461941,83.0,0,E,Europe/London,Europe,3714.0,Washington Dulles International Airport,Washington,United States,IAD,KIAD,38.94449997,-77.45580292,312.0,-5,A,America/New_York,North America
25625,LH,3320,LHR,507,IAD,3714,Y,0.0,752 777,507.0,London Heathrow Airport,London,United Kingdom,LHR,EGLL,51.4706,-0.461941,83.0,0,E,Europe/London,Europe,3714.0,Washington Dulles International Airport,Washington,United States,IAD,KIAD,38.94449997,-77.45580292,312.0,-5,A,America/New_York,North America
25628,OS,491,VIE,1613,IAD,3714,Y,0.0,763,1613.0,Vienna International Airport,Vienna,Austria,VIE,LOWW,48.11029816,16.56970024,600.0,1,E,Europe/Vienna,Europe,3714.0,Washington Dulles International Airport,Washington,United States,IAD,KIAD,38.94449997,-77.45580292,312.0,-5,A,America/New_York,North America
25629,UA,5209,VIE,1613,IAD,3714,Y,0.0,763,1613.0,Vienna International Airport,Vienna,Austria,VIE,LOWW,48.11029816,16.56970024,600.0,1,E,Europe/Vienna,Europe,3714.0,Washington Dulles International Airport,Washington,United States,IAD,KIAD,38.94449997,-77.45580292,312.0,-5,A,America/New_York,North America
25639,US,5265,IST,1701,IAD,3714,Y,0.0,330,13696.0,Istanbul Airport,Istanbul,Turkey,IST,LTFM,41.275278,28.751944,325.0,3,E,\N,Asia,3714.0,Washington Dulles International Airport,Washington,United States,IAD,KIAD,38.94449997,-77.45580292,312.0,-5,A,America/New_York,North America
25662,AA,24,AUH,2179,IAD,3714,Y,0.0,340,2179.0,Abu Dhabi International Airport,Abu Dhabi,United Arab Emirates,AUH,OMAA,24.43300056,54.65110016,88.0,4,U,Asia/Dubai,Asia,3714.0,Washington Dulles International Airport,Washington,United States,IAD,KIAD,38.94449997,-77.45580292,312.0,-5,A,America/New_York,North America
25813,LA,3200,BOG,2709,AUA,2895,Y,0.0,320,2709.0,El Dorado International Airport,Bogota,Colombia,BOG,SKBO,4.70159,-74.1469,8361.0,-5,U,America/Bogota,South America,2895.0,Queen Beatrix International Airport,Oranjestad,Aruba,AUA,TNCA,12.5014,-70.015198,60.0,-4,U,America/Aruba,North America
25865,UA,5209,MIA,3576,BAQ,2710,Y,0.0,318 320,3576.0,Miami International Airport,Miami,United States,MIA,KMIA,25.79319954,-80.29060364,8.0,-5,A,America/New_York,North America,2710.0,Ernesto Cortissoz International Airport,Barranquilla,Colombia,BAQ,SKBQ,10.8896,-74.7808,98.0,-5,U,America/Bogota,South America
25882,UA,5209,MIA,3576,CTG,2714,Y,0.0,318 320,3576.0,Miami International Airport,Miami,United States,MIA,KMIA,25.79319954,-80.29060364,8.0,-5,A,America/New_York,North America,2714.0,Rafael Nuñez International Airport,Cartagena,Colombia,CTG,SKCG,10.4424,-75.513,4.0,-5,U,America/Bogota,South America
25890,CM,1889,PTY,1871,CUC,2713,Y,0.0,E90,1871.0,Tocumen International Airport,Panama City,Panama,PTY,MPTO,9.071359634,-79.38349915,135.0,-5,U,America/Panama,North America,2713.0,Camilo Daza International Airport,Cucuta,Colombia,CUC,SKCC,7.92757,-72.5115,1096.0,-5,U,America/Bogota,South America
25983,AA,24,LGW,502,MCO,3878,Y,0.0,777,502.0,London Gatwick Airport,London,United Kingdom,LGW,EGKK,51.148102,-0.190278,202.0,0,E,Europe/London,Europe,3878.0,Orlando International Airport,Orlando,United States,MCO,KMCO,28.42939949,-81.30899811,96.0,-5,A,America/New_York,North America
25986,DL,2009,LGW,502,MCO,3878,Y,0.0,744,502.0,London Gatwick Airport,London,United Kingdom,LGW,EGKK,51.148102,-0.190278,202.0,0,E,Europe/London,Europe,3878.0,Orlando International Airport,Orlando,United States,MCO,KMCO,28.42939949,-81.30899811,96.0,-5,A,America/New_York,North America
25987,IB,2822,LGW,502,MCO,3878,Y,0.0,777,502.0,London Gatwick Airport,London,United Kingdom,LGW,EGKK,51.148102,-0.190278,202.0,0,E,Europe/London,Europe,3878.0,Orlando International Airport,Orlando,United States,MCO,KMCO,28.42939949,-81.30899811,96.0,-5,A,America/New_York,North America
25988,UN,5067,LGW,502,MCO,3878,Y,0.0,744,502.0,London Gatwick Airport,London,United Kingdom,LGW,EGKK,51.148102,-0.190278,202.0,0,E,Europe/London,Europe,3878.0,Orlando International Airport,Orlando,United States,MCO,KMCO,28.42939949,-81.30899811,96.0,-5,A,America/New_York,North America
26049,UA,5209,FRA,340,MCO,3878,Y,0.0,744,340.0,Frankfurt am Main Airport,Frankfurt,Germany,FRA,EDDF,50.033333,8.570556,364.0,1,E,Europe/Berlin,Europe,3878.0,Orlando International Airport,Orlando,United States,MCO,KMCO,28.42939949,-81.30899811,96.0,-5,A,America/New_York,North America
26050,DE,1868,MAN,478,MCO,3878,Y,0.0,330,478.0,Manchester Airport,Manchester,United Kingdom,MAN,EGCC,53.35369873,-2.274950027,257.0,0,E,Europe/London,Europe,3878.0,Orlando International Airport,Orlando,United States,MCO,KMCO,28.42939949,-81.30899811,96.0,-5,A,America/New_York,North America
26051,DL,2009,MAN,478,MCO,3878,Y,0.0,744,478.0,Manchester Airport,Manchester,United Kingdom,MAN,EGCC,53.35369873,-2.274950027,257.0,0,E,Europe/London,Europe,3878.0,Orlando International Airport,Orlando,United States,MCO,KMCO,28.42939949,-81.30899811,96.0,-5,A,America/New_York,North America
26134,DE,1868,GLA,534,MCO,3878,Y,0.0,330,534.0,Glasgow International Airport,Glasgow,United Kingdom,GLA,EGPF,55.87189865,-4.433060169,26.0,0,E,Europe/London,Europe,3878.0,Orlando International Airport,Orlando,United States,MCO,KMCO,28.42939949,-81.30899811,96.0,-5,A,America/New_York,North America
26135,DL,2009,GLA,534,MCO,3878,Y,0.0,744,534.0,Glasgow International Airport,Glasgow,United Kingdom,GLA,EGPF,55.87189865,-4.433060169,26.0,0,E,Europe/London,Europe,3878.0,Orlando International Airport,Orlando,United States,MCO,KMCO,28.42939949,-81.30899811,96.0,-5,A,America/New_York,North America
26222,CM,1889,PTY,1871,PEI,2739,Y,0.0,E90,1871.0,Tocumen International Airport,Panama City,Panama,PTY,MPTO,9.071359634,-79.38349915,135.0,-5,U,America/Panama,North America,2739.0,Matecaña International Airport,Pereira,Colombia,PEI,SKPE,4.81267,-75.7395,4416.0,-5,U,America/Bogota,South America
26387,AF,137,ATL,3682,STR,350,Y,0.0,76W,3682.0,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,1026.0,-5,A,America/New_York,North America,350.0,Stuttgart Airport,Stuttgart,Germany,STR,EDDS,48.68989944,9.221960068,1276.0,1,E,Europe/Berlin,Europe
26389,KL,3090,ATL,3682,STR,350,Y,0.0,76W,3682.0,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,1026.0,-5,A,America/New_York,North America,350.0,Stuttgart Airport,Stuttgart,Germany,STR,EDDS,48.68989944,9.221960068,1276.0,1,E,Europe/Berlin,Europe
26479,LH,3320,EWR,3494,STR,350,Y,0.0,752,3494.0,Newark Liberty International Airport,Newark,United States,EWR,KEWR,40.69250107,-74.16870117,18.0,-5,A,America/New_York,North America,350.0,Stuttgart Airport,Stuttgart,Germany,STR,EDDS,48.68989944,9.221960068,1276.0,1,E,Europe/Berlin,Europe
27892,NT,1539,LPA,1054,RAK,1075,Y,0.0,CR9,1054.0,Gran Canaria Airport,Gran Canaria,Spain,LPA,GCLP,27.93190002,-15.38659954,78.0,0,E,Atlantic/Canary,Europe,1075.0,Menara Airport,Marrakech,Morocco,RAK,GMMX,31.60689926,-8.036299706,1545.0,0,N,Africa/Casablanca,Africa
27893,LX,4559,ZRH,1678,RAK,1075,Y,0.0,320,1678.0,Zürich Airport,Zurich,Switzerland,ZRH,LSZH,47.464699,8.54917,1416.0,1,E,Europe/Zurich,Europe,1075.0,Menara Airport,Marrakech,Morocco,RAK,GMMX,31.60689926,-8.036299706,1545.0,0,N,Africa/Casablanca,Africa
27895,IB,2822,BCN,1218,RAK,1075,Y,0.0,320,1218.0,Barcelona International Airport,Barcelona,Spain,BCN,LEBL,41.2971,2.07846,12.0,1,E,Europe/Madrid,Europe,1075.0,Menara Airport,Marrakech,Morocco,RAK,GMMX,31.60689926,-8.036299706,1545.0,0,N,Africa/Casablanca,Africa
27923,IB,2822,MAD,1229,RAK,1075,Y,0.0,CR9 CRK CR2,1229.0,Adolfo Suárez MadridBarajas Airport,Madrid,Spain,MAD,LEMD,40.471926,-3.56264,1998.0,1,E,Europe/Madrid,Europe,1075.0,Menara Airport,Marrakech,Morocco,RAK,GMMX,31.60689926,-8.036299706,1545.0,0,N,Africa/Casablanca,Africa
28005,BA,1355,ORD,3830,DUB,599,Y,0.0,763,3830.0,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,672.0,-6,A,America/Chicago,North America,599.0,Dublin Airport,Dublin,Ireland,DUB,EIDW,53.421299,-6.27007,242.0,0,E,Europe/Dublin,Europe
28007,IB,2822,ORD,3830,DUB,599,Y,0.0,763,3830.0,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,672.0,-6,A,America/Chicago,North America,599.0,Dublin Airport,Dublin,Ireland,DUB,EIDW,53.421299,-6.27007,242.0,0,E,Europe/Dublin,Europe
28008,UA,5209,ORD,3830,DUB,599,Y,0.0,330 332,3830.0,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,672.0,-6,A,America/Chicago,North America,599.0,Dublin Airport,Dublin,Ireland,DUB,EIDW,53.421299,-6.27007,242.0,0,E,Europe/Dublin,Europe
28022,AF,137,ATL,3682,DUB,599,Y,0.0,76W,3682.0,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,1026.0,-5,A,America/New_York,North America,599.0,Dublin Airport,Dublin,Ireland,DUB,EIDW,53.421299,-6.27007,242.0,0,E,Europe/Dublin,Europe
28024,KL,3090,ATL,3682,DUB,599,Y,0.0,76W,3682.0,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,1026.0,-5,A,America/New_York,North America,599.0,Dublin Airport,Dublin,Ireland,DUB,EIDW,53.421299,-6.27007,242.0,0,E,Europe/Dublin,Europe
28038,QF,4089,DXB,2188,DUB,599,Y,0.0,77W,2188.0,Dubai International Airport,Dubai,United Arab Emirates,DXB,OMDB,25.25279999,55.36439896,62.0,4,U,Asia/Dubai,Asia,599.0,Dublin Airport,Dublin,Ireland,DUB,EIDW,53.421299,-6.27007,242.0,0,E,Europe/Dublin,Europe
28040,AF,137,JFK,3797,DUB,599,Y,0.0,752,3797.0,John F Kennedy International Airport,New York,United States,JFK,KJFK,40.63980103,-73.77890015,13.0,-5,A,America/New_York,North America,599.0,Dublin Airport,Dublin,Ireland,DUB,EIDW,53.421299,-6.27007,242.0,0,E,Europe/Dublin,Europe
28042,BA,1355,JFK,3797,DUB,599,Y,0.0,757,3797.0,John F Kennedy International Airport,New York,United States,JFK,KJFK,40.63980103,-73.77890015,13.0,-5,A,America/New_York,North America,599.0,Dublin Airport,Dublin,Ireland,DUB,EIDW,53.421299,-6.27007,242.0,0,E,Europe/Dublin,Europe
28045,KL,3090,JFK,3797,DUB,599,Y,0.0,757,3797.0,John F Kennedy International Airport,New York,United States,JFK,KJFK,40.63980103,-73.77890015,13.0,-5,A,America/New_York,North America,599.0,Dublin Airport,Dublin,Ireland,DUB,EIDW,53.421299,-6.27007,242.0,0,E,Europe/Dublin,Europe
28046,UA,5209,JFK,3797,DUB,599,Y,0.0,330,3797.0,John F Kennedy International Airport,New York,United States,JFK,KJFK,40.63980103,-73.77890015,13.0,-5,A,America/New_York,North America,599.0,Dublin Airport,Dublin,Ireland,DUB,EIDW,53.421299,-6.27007,242.0,0,E,Europe/Dublin,Europe
28117,UA,5209,BOS,3448,DUB,599,Y,0.0,332 330,3448.0,General Edward Lawrence Logan International Airport,Boston,United States,BOS,KBOS,42.36429977,-71.00520325,20.0,-5,A,America/New_York,North America,599.0,Dublin Airport,Dublin,Ireland,DUB,EIDW,53.421299,-6.27007,242.0,0,E,Europe/Dublin,Europe
28122,EI,837,AUH,2179,DUB,599,Y,0.0,77W 332,2179.0,Abu Dhabi International Airport,Abu Dhabi,United Arab Emirates,AUH,OMAA,24.43300056,54.65110016,88.0,4,U,Asia/Dubai,Asia,599.0,Dublin Airport,Dublin,Ireland,DUB,EIDW,53.421299,-6.27007,242.0,0,E,Europe/Dublin,Europe
28124,LH,3320,EWR,3494,DUB,599,Y,0.0,752,3494.0,Newark Liberty International Airport,Newark,United States,EWR,KEWR,40.69250107,-74.16870117,18.0,-5,A,America/New_York,North America,599.0,Dublin Airport,Dublin,Ireland,DUB,EIDW,53.421299,-6.27007,242.0,0,E,Europe/Dublin,Europe
28126,AC,330,YYZ,193,DUB,599,Y,0.0,763,193.0,Lester B. Pearson International Airport,Toronto,Canada,YYZ,CYYZ,43.67720032,-79.63059998,569.0,-5,A,America/Toronto,North America,599.0,Dublin Airport,Dublin,Ireland,DUB,EIDW,53.421299,-6.27007,242.0,0,E,Europe/Dublin,Europe
28140,EI,837,IAD,3714,DUB,599,Y,0.0,752,3714.0,Washington Dulles International Airport,Washington,United States,IAD,KIAD,38.94449997,-77.45580292,312.0,-5,A,America/New_York,North America,599.0,Dublin Airport,Dublin,Ireland,DUB,EIDW,53.421299,-6.27007,242.0,0,E,Europe/Dublin,Europe
28272,LH,3320,EWR,3494,EDI,535,Y,0.0,752,3494.0,Newark Liberty International Airport,Newark,United States,EWR,KEWR,40.69250107,-74.16870117,18.0,-5,A,America/New_York,North America,535.0,Edinburgh Airport,Edinburgh,United Kingdom,EDI,EGPH,55.95000076,-3.372499943,135.0,0,E,Europe/London,Europe
28378,US,5265,EWR,3494,OPO,1636,Y,0.0,332,3494.0,Newark Liberty International Airport,Newark,United States,EWR,KEWR,40.69250107,-74.16870117,18.0,-5,A,America/New_York,North America,1636.0,Francisco de Sá Carneiro Airport,Porto,Portugal,OPO,LPPR,41.24810028,-8.681389809,228.0,0,E,Europe/Lisbon,Europe
28380,TP,4869,YYZ,193,OPO,1636,Y,0.0,313,193.0,Lester B. Pearson International Airport,Toronto,Canada,YYZ,CYYZ,43.67720032,-79.63059998,569.0,-5,A,America/Toronto,North America,1636.0,Francisco de Sá Carneiro Airport,Porto,Portugal,OPO,LPPR,41.24810028,-8.681389809,228.0,0,E,Europe/Lisbon,Europe
28480,LH,3320,GVA,1665,YUL,146,Y,0.0,333,1665.0,Geneva Cointrin International Airport,Geneva,Switzerland,GVA,LSGG,46.23809814,6.108950138,1411.0,1,E,Europe/Paris,Europe,146.0,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,YUL,CYUL,45.47060013,-73.74079895,118.0,-5,A,America/Toronto,North America
28481,LX,4559,GVA,1665,YUL,146,Y,0.0,333,1665.0,Geneva Cointrin International Airport,Geneva,Switzerland,GVA,LSGG,46.23809814,6.108950138,1411.0,1,E,Europe/Paris,Europe,146.0,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,YUL,CYUL,45.47060013,-73.74079895,118.0,-5,A,America/Toronto,North America
28482,UA,5209,GVA,1665,YUL,146,Y,0.0,333,1665.0,Geneva Cointrin International Airport,Geneva,Switzerland,GVA,LSGG,46.23809814,6.108950138,1411.0,1,E,Europe/Paris,Europe,146.0,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,YUL,CYUL,45.47060013,-73.74079895,118.0,-5,A,America/Toronto,North America
